battery,timestep,RUL,age,capacity,current,resistance,SOC,voltage
463,34,66.5169444444444,656.729277524141,2.00579975895584,-4.3,0.0158388419770676,59.9993581627853,3.54441660351813
463,35,65.5169444444444,661.974805055678,2.00326616915811,-4.3,0.0158535294541559,33.9682659740258,3.23875703824316
463,36,64.5169444444444,666.105017976838,2.00127127631719,11.7,0.0158650940503351,64.1523555874917,3.54568566477968
463,37,63.5169444444444,671.392296314645,1.99871752088003,-4.3,0.015879898429681,36.0386104396794,3.53876455773747
463,38,62.5169444444444,675.403409508953,1.99678015320718,-4.3,0.0158911295466251,69.4488149459796,3.5474973234856
463,39,61.5169444444444,680.807932276978,1.99416976871022,11.7,0.0159062622103755,41.5019714967293,3.54034131859117
463,40,60.5169444444444,684.810183488477,1.99223668137507,-4.3,0.0159174685137677,75.488103183197,3.55003515425196
463,41,59.5169444444444,690.130842922578,1.98966680286839,-4.3,0.0159323663601832,48.146342987013,3.54198836799043
463,42,58.5169444444444,695.448118439129,1.9870985587939,11.7,0.0159472547316296,62.5327956623267,3.25830126837363
463,43,57.5169444444444,699.497514862009,1.98514270032165,-4.3,0.0159585930416136,55.2726249001369,3.5437612526354
463,44,56.5169444444444,704.853218107204,1.98255589565422,-4.3,0.0159735890107002,40.9456050621693,3.24501567797991
463,45,55.5169444444444,708.897579754112,1.98060246897876,11.7,0.0159849132233115,63.5643693836484,3.54604326378711
463,46,54.5169444444444,714.266856972952,1.97800910808206,-4.3,0.0159999471995243,37.1802409791923,3.53970440342432
463,47,53.5169444444444,718.260366327113,1.976080243064,-4.3,0.0160111290257159,72.8031175028613,3.54928655988984
463,48,52.5169444444444,723.606212188285,1.97349819951306,-4.3,0.0160260973941272,47.0533537412071,3.54216344726964
463,49,51.5169444444444,729.002630172723,1.97089172962657,-4.3,0.0160412073644836,60.4168599882724,3.25633986632029
463,50,50.5169444444444,732.948874534425,1.96898569359987,-4.3,0.0160522568486964,57.8835888309209,3.54481947881714
463,51,49.5169444444444,738.341282139667,1.96638116072654,-4.3,0.0160673555899911,33.1177340646812,3.51991274412475
463,52,48.5169444444444,742.320426717325,1.96445923389553,11.7,0.0160784971948085,69.4488725695102,3.54831927645902
463,53,47.5169444444444,747.680117518945,1.96187050323835,-4.3,0.016093504329053,45.143621419792,3.54203568294305
463,54,46.5169444444444,753.088612536104,1.95925820014506,-4.3,0.0161086481151011,62.0204473652704,3.25622600566297
463,55,45.5169444444444,757.100332354657,1.9573205394727,-4.3,0.016119880930593,58.3263341323527,3.5452313896969
463,56,44.5169444444444,762.389526493074,1.95476585870384,11.7,0.0161346906741806,34.3780174627359,3.53795222524362
463,57,43.5169444444444,766.31005524079,1.9528722433187,-4.3,0.0161456681546742,72.4914018861208,3.54975000997998
463,58,42.5169444444444,771.529559008897,1.9503512229987,-4.3,0.0161602827652249,49.1983809066622,3.54325415240065
463,59,41.5169444444444,776.740226615059,1.94783447054493,-4.3,0.0161748726345222,48.4370541856857,3.24848810979534
463,60,40.5169444444444,780.672775324654,1.94593504951819,11.7,0.016185883770909,64.7780011136594,3.54728480213397
463,61,39.5169444444444,786.017786671235,1.94335340903779,-4.3,0.0162008498026795,42.3139464546888,3.54187730958782
463,62,38.5169444444444,791.447174061667,1.94073101492821,-4.3,0.0162160520873727,64.8989510445682,3.25612080018814
463,63,37.5169444444444,795.451728715834,1.93879681503025,-4.3,0.0162272648404043,59.5517755140803,3.5460212923662
463,64,36.5169444444444,800.750603654123,1.93623745843506,-4.3,0.0162421016902315,37.9260021068023,3.54101868748523
463,65,35.5169444444444,804.84040882893,1.93426208253563,11.7,0.016253553144721,74.0165913455026,3.26610678504877
463,66,34.5169444444444,810.112047541266,1.93171588103757,-4.3,0.0162683137331155,57.0768198293745,3.5455794236016
463,67,33.5169444444444,815.41100919846,1.92915648255714,-4.3,0.0162831508257557,36.2991310116627,3.5407307683073
463,68,32.5169444444444,819.505594870769,1.92717879767742,-4.3,0.0162946156656382,75.5661257750013,3.27694556955845
463,69,31.5169444444444,824.797882076153,1.92462262295722,-4.3,0.0163094340698132,56.4492401353779,3.54560891461296
463,70,30.5169444444444,830.122365863936,1.92205089728772,11.7,0.016324342624419,36.5278110729703,3.54099959171926
463,71,29.5169444444444,834.096653672463,1.9201313162762,-4.3,0.0163354706302829,73.3519672908201,3.26253020622568
463,72,28.5169444444444,839.4507756913,1.9175452753411,-4.3,0.0163504621719356,58.392435467955,3.54627190445715
463,73,27.5169444444444,844.805092843247,1.91495914015671,-4.3,0.0163654542599611,39.3371739412695,3.54193400924084
463,74,26.5169444444444,850.156685041557,1.91237432112493,-4.3,0.0163804387181164,63.8972790017655,3.25382700722819
463,75,25.5169444444444,854.15160154883,1.91044477645191,-4.3,0.0163916244843367,62.9341695785666,3.54765936261618
463,76,24.5169444444444,859.391454662815,1.90791392739786,11.7,0.0164062960730559,44.7568836913721,3.5433682606357
463,77,23.5169444444444,864.780405984407,1.90531106390953,-4.3,0.0164213851367563,46.7973867469907,3.24455033301625
463,78,22.5169444444444,868.810599369856,1.90336448050436,-4.3,0.0164326696782356,69.8685316803026,3.55002083019596
463,79,21.5169444444444,874.102935642182,1.90080828208483,-4.3,0.0164474882197981,52.1044397220761,3.54520385934552
463,80,20.5169444444444,879.382549002362,1.89825822883186,-4.3,0.0164622711372066,34.765666178083,3.54032911442899
463,81,19.5169444444444,883.428848741113,1.89630386605804,-4.3,0.0164736007764751,70.8659562148149,3.25639709602159
463,82,18.5169444444444,888.680881495211,1.89376713423781,-4.3,0.0164883064681866,62.11589839652,3.54785938832459
463,83,17.5169444444444,893.957023948547,1.89121875743285,11.7,0.0165030796670559,45.6755365311767,3.54401282889726
463,84,16.5169444444444,899.291879620516,1.88864202214329,11.7,0.0165180172629374,39.417332278402,3.23736535599348
463,85,15.5169444444444,903.3651687345,1.88667462350124,-4.3,0.0165294224724566,74.8185102864807,3.55240460880278
463,86,14.5169444444444,908.622365480834,1.88413539747276,-4.3,0.0165441426233463,59.2866309158067,3.54735820970135
463,87,13.5169444444444,913.920510543834,1.88157639340733,-4.3,0.0165589774295227,43.7122391467845,3.54382799228139
463,88,12.5169444444444,919.239542462826,1.87900730099045,-4.3,0.0165738707188959,40.76403783585,3.23799659670943
463,89,11.5169444444444,923.200071580078,1.87709436542682,-4.3,0.0165849602004242,75.6316046498888,3.55301498062838
463,90,10.5169444444444,928.61654941375,1.87447820663316,-4.3,0.0166001263383585,60.9777035501875,3.54804676671986
463,91,9.51694444444444,933.87684841102,1.87193748221748,-4.3,0.0166148551755509,46.5248049190972,3.54470770848422
463,92,8.51694444444444,939.258560300646,1.86933811537479,-4.3,0.0166299239688418,32.9444922513385,3.51286778294104
463,93,7.51694444444444,944.665116242797,1.86672674885473,-4.3,0.0166450623254798,67.2797586223017,3.25213309592235
463,94,6.51694444444444,948.67202271797,1.86479141302722,11.7,0.0166562816636103,67.0186229600222,3.55004473323266
463,95,5.51694444444444,953.960237907907,1.86223720509048,11.7,0.0166710886661421,54.1857804089422,3.5466834807587
463,96,4.51694444444444,959.267394036201,1.85967384868051,11.7,0.0166859487033014,41.317398277779,3.54386643502608
463,97,3.51694444444444,964.583823142681,1.85710601342208,11.7,0.0167008347047995,41.2317252390106,3.23696786855127
463,98,2.51694444444444,968.419582757389,1.85525334152818,11.7,0.0167115748317207,73.0521979578135,3.25760527338128
463,99,1.51694444444444,973.736924725388,1.85268506535764,11.7,0.0167264633892311,66.2912668664728,3.5501248926917
463,100,0.516944444444444,979.144846602348,1.85007303909107,-4.3,0.0167416055704866,54.3425234253352,3.54703482238414
103,0,73.0002777777778,500,2.0815,11.7,0.0154,100,3.5842
103,1,72.0002777777778,503.713748268393,2.07970625958637,-4.3,0.0154103984951515,68.2967915266045,3.54498985553162
103,2,71.0002777777778,510.441919146039,2.07645655305246,-4.3,0.0154292373736089,57.4543764188296,3.54194252979894
103,3,70.0002777777778,517.222401002932,2.07318158031558,-4.3,0.0154482227228082,46.7938414922388,3.53949116339166
103,4,69.0002777777778,524.004711460446,2.0699057243646,-4.3,0.0154672131920892,36.5332742731598,3.53708250556202
103,5,68.0002777777778,530.632438333118,2.0667045322851,-4.3,0.0154857708273327,26.6772439627254,3.53406529799866
103,6,67.0002777777778,537.432851243568,2.06341993284936,-4.3,0.015504811983482,17.2223622259023,3.52901557570955
103,7,66.0002777777778,544.089344405043,2.06020484665236,-4.3,0.0155234501643341,7.95833008941956,3.51269373969957
103,8,65.0002777777778,550.784751804471,2.05697096487844,-4.3,0.0155421973050525,24.4385164249933,3.22503231183909
103,9,64.0002777777778,557.479385150365,2.05373745697237,-4.3,0.015560942278421,47.5045417700016,3.25491707344199
103,10,63.0002777777778,564.247488350481,2.05046846312672,-4.3,0.0155798929673813,70.2049659016505,3.26527945466788
103,11,62.0002777777778,567.618814136651,2.048840112772,-4.3,0.0155893326795826,84.0239282406046,3.5537283696023
103,12,61.0002777777778,574.392181038229,2.04556857655854,-4.3,0.015608298106907,76.3342761205587,3.54908464715125
103,13,60.0002777777778,581.164125709251,2.04229772728243,-4.3,0.0156272595519859,68.882380079386,3.5461421497739
103,14,59.0002777777778,587.880546944152,2.03905369582597,-4.3,0.0156460655314436,61.686393959379,3.5440177356962
103,15,58.0002777777778,594.52772498658,2.03584310883148,-4.3,0.0156646776299624,54.8072302394087,3.54233814218467
103,16,57.0002777777778,601.39597022588,2.0325257463809,-4.3,0.0156839087166325,48.4046579509518,3.54092691917792
103,17,56.0002777777778,607.940531308275,2.0293647233781,-4.3,0.0157022334876632,42.3685683042946,3.53961341188287
103,18,55.0002777777778,614.835261452536,2.02603456871842,-4.3,0.0157215387320671,36.9300823872701,3.5383652687402
103,19,54.0002777777778,621.533349700309,2.02279939209475,-4.3,0.0157402933791609,31.6391814440726,3.53697649478041
103,20,53.0002777777778,628.125077489767,2.01961558757244,-4.3,0.0157587502169713,26.4360005392116,3.53529117951275
103,21,52.0002777777778,634.690469917861,2.01644450302967,-4.3,0.01577713331577,21.7817688610806,3.53330566673766
103,22,51.0002777777778,641.25342354326,2.01327459642861,-4.3,0.0157955095859211,17.3358885843507,3.53061624623526
103,23,50.0002777777778,647.83289365625,2.01009671236403,-4.3,0.0158139321022375,13.3222744792641,3.5268910338616
103,24,49.0002777777778,654.461133663374,2.00689527244059,-4.3,0.0158324911742574,9.51855821074163,3.5207278748976
103,25,48.0002777777778,661.160329563274,2.00365956082094,-4.3,0.0158512489227772,6.6962425387781,3.35493394218213
103,26,47.0002777777778,667.961457024706,2.00037461625707,-4.3,0.0158702920796692,13.3974991344189,3.17304825447077
103,27,46.0002777777778,674.618848110987,1.99715909636239,-4.3,0.0158889327747108,20.6485767978373,3.21014855575976
103,28,45.0002777777778,681.361757989312,1.99390227089116,-4.3,0.0159078129223701,26.9605208592041,3.22665475215865
103,29,44.0002777777778,688.074106588044,1.99066020651797,-4.3,0.0159266074984465,32.1661255939623,3.23543966642572
103,30,43.0002777777778,694.802809248296,1.98741024313307,-4.3,0.0159454478658952,36.7108664928154,3.24104816461541
103,31,42.0002777777778,701.476539575728,1.98418683138492,-4.3,0.015964134310812,40.5925819128978,3.24479954733394
103,32,41.0002777777778,708.204177421707,1.98093738230532,-4.3,0.0159829716967808,43.3531788810611,3.24698073160676
103,33,40.0002777777778,714.994112131723,1.97765784384038,-4.3,0.0160019835139688,45.4410875803146,3.24838585949395
103,34,39.0002777777778,721.719039426394,1.97440970395705,-4.3,0.0160208133103939,46.1726460453199,3.24870442702762
103,35,38.0002777777778,728.355175108645,1.97120445042252,-4.3,0.0160393944903042,45.9356773995138,3.24832000803471
103,36,37.0002777777778,735.013262819249,1.9679885940583,-4.3,0.0160580371358939,44.5571679501936,3.24707484626389
103,37,36.0002777777778,741.781730230474,1.96471942429868,-4.3,0.0160769888446453,42.4871795215937,3.2451866462046
103,38,35.0002777777778,748.365005460082,1.96153970236278,-4.3,0.0160954220152882,40.0611588394645,3.24280341467594
103,39,34.0002777777778,755.149110529246,1.95826297961437,-4.3,0.0161144175094819,36.1427839334655,3.23847955412906
103,40,33.0002777777778,762.036155179821,1.95493653704815,-4.3,0.0161337012345035,31.520695486391,3.23214496178783
103,41,32.0002777777778,768.600172804115,1.95176611653561,-4.3,0.0161520804838515,25.7387399736243,3.22131316736095
103,42,31.0002777777778,775.046900225181,1.94865234719124,11.7,0.0161701313206305,19.0188626826245,3.20105729291757
103,43,30.0002777777778,781.501171179482,1.94553493432031,11.7,0.0161882032793026,10.6622170135134,3.14369319484491
103,44,29.0002777777778,787.989523390745,1.94240106020227,11.7,0.0162063706654941,7.4701105501376,3.51288588702296
103,45,28.0002777777778,794.707751107546,1.93915615621505,11.7,0.0162251817031011,10.9658689659261,3.52589396761539
103,46,27.0002777777778,801.645524726435,1.93580521155713,-4.3,0.016244607469234,14.9407933474234,3.53095891203672
103,47,26.0002777777778,808.174587579793,1.93265167419896,-4.3,0.0162628888452234,19.0452067863061,3.53420101939632
103,48,25.0002777777778,814.983858596108,1.92936279629808,-4.3,0.0162819548040691,23.6229701051137,3.53668539803699
103,49,24.0002777777778,821.557546729682,1.92618770492956,-4.3,0.0163003611308431,28.7493289023179,3.53872044050119
103,50,23.0002777777778,828.359979684519,1.92290212981238,-4.3,0.0163194079431167,34.2477369623486,3.54044005169976
103,51,22.0002777777778,835.041750403451,1.91967483455513,-4.3,0.0163381169011297,39.8749447327715,3.54193671335981
103,52,21.0002777777778,841.772269207847,1.91642399397261,-4.3,0.016356962353782,45.9889007035229,3.5434207608915
103,53,20.0002777777778,848.51427702596,1.91316760419646,11.7,0.0163758399756727,52.5927578086777,3.54499496331871
103,54,19.0002777777778,855.256076008022,1.90991131528813,11.7,0.0163947170128225,59.454167432768,3.54673854752676
103,55,18.0002777777778,861.926994966814,1.90668926143103,11.7,0.0164133955859071,66.5750464685632,3.54883617493725
103,56,17.0002777777778,868.613205947145,1.90345982152753,-4.3,0.016432116976652,74.1915867184416,3.55170582019876
103,57,16.0002777777778,875.283672632561,1.90023798611847,-4.3,0.0164507942833712,82.3065437154904,3.55620776926889
103,58,15.0002777777778,882.003210901192,1.89699244913472,-4.3,0.0164696089905233,73.9867617042489,3.25610389963611
103,59,14.0002777777778,892.041430689276,1.89214398897708,-4.3,0.01649771600593,51.6019185754151,3.24671428042267
103,60,13.0002777777778,898.735150851637,1.88891092213866,-4.3,0.0165164584223846,27.0417187043066,3.22001613799951
103,61,12.0002777777778,905.147940961117,1.88581354451578,11.7,0.0165344142346911,7.57722818331307,3.51546578200562
103,62,11.0002777777778,911.706757932211,1.88264563591874,11.7,0.0165527789222102,17.346456328535,3.53456250617534
103,63,10.0002777777778,918.373446717772,1.87942562523532,-4.3,0.0165714456508098,27.8423457809146,3.53971515523442
103,64,9.00027777777778,924.952717563536,1.87624783741681,-4.3,0.0165898676091779,38.5505991229592,3.54278071587167
103,65,8.00027777777778,931.326522236129,1.87316928975995,-4.3,0.0166077142622612,49.4087074655374,3.54531548602095
103,66,7.00027777777778,937.933606615292,1.86997806800481,-4.3,0.0166262140985228,60.8447873856367,3.54812699003662
103,67,6.00027777777778,944.798975311257,1.86666209492466,-4.3,0.0166454371308715,72.9283265831251,3.55211154957661
103,68,5.00027777777778,951.328943099007,1.86350812048318,11.7,0.0166637210406772,85.2323173382179,3.28572381481364
103,69,4.00027777777778,961.446489448837,1.85862134559621,-4.3,0.0166920501704567,53.4173840232443,3.24548280442943
103,70,3.00027777777778,968.256740165114,1.85533199450025,-4.3,0.0167111188724623,17.6569354608805,3.18937985341741
103,71,2.00027777777778,974.950622606245,1.85209884928118,-4.3,0.0167298617432975,15.1940363334681,3.53378986757203
103,72,1.00027777777778,981.532153677946,1.84891996977355,-4.3,0.0167482900302982,29.2602186559612,3.54102289891735
103,73,0.000277777777777778,988.16504655021,1.84571628251625,11.7,0.0167668621303406,43.8605032346628,3.54480714873631
373,0,63.4836111111111,500,2.0815,11.7,0.0154,100,3.5842
373,1,62.4836111111111,504.350987752133,2.07939847291572,-4.3,0.015412182765706,64.6802504234151,3.5438456620827
373,2,61.4836111111111,512.67427963595,2.07537832293584,-4.3,0.0154354879829807,35.3285247829642,3.53661051257192
373,3,60.4836111111111,521.080226632757,2.07131825053638,-4.3,0.0154590246345717,20.8375176524146,3.21550766867913
373,4,59.4836111111111,525.301323944736,2.06927946053469,11.7,0.0154708437070453,96.4491147514422,3.35111258643613
373,5,58.4836111111111,533.710789395687,2.06521768872188,-4.3,0.0154943902103079,68.4357326159576,3.54540583161949
373,6,57.4836111111111,542.009878226389,2.06120922881665,-4.3,0.0155176276590339,40.4141977252654,3.53829966063467
373,7,56.4836111111111,550.54959875805,2.05708454379986,-4.3,0.0155415388765225,12.7149389457096,3.52374863427151
373,8,55.4836111111111,558.768991093316,2.05311457730193,-4.3,0.0155645531750613,77.4201593463071,3.26753720076346
373,9,54.4836111111111,563.062852055648,2.05104064245712,11.7,0.0155765759857558,77.7146731448874,3.54963692275237
373,10,53.4836111111111,571.481249914368,2.04697455629136,-4.3,0.0156001474997602,51.270169961531,3.54121245412912
373,11,52.4836111111111,579.625005435351,2.04304112237473,-4.3,0.015622950015219,25.0466220895483,3.53407127258465
373,12,51.4836111111111,587.743036320681,2.03912011345711,-4.3,0.0156456805016979,40.2502774086959,3.24811370224547
373,13,50.4836111111111,591.799242800093,2.03716096572755,-4.3,0.0156570378798403,92.735328330615,3.56964225822813
373,14,49.4836111111111,599.931969241221,2.03323285885649,11.7,0.0156798095138754,67.7473953523136,3.54598934401726
373,15,48.4836111111111,608.141569451409,2.02926762195497,11.7,0.0157027963944639,43.1040901031783,3.53978889221448
373,16,47.4836111111111,616.705320288548,2.02513133030063,-4.3,0.0157267748968079,18.7411410578098,3.53126234151667
373,17,46.4836111111111,624.948897822008,2.02114968235197,-4.3,0.0157498569139016,52.4395690055837,3.25580523961055
373,18,45.4836111111111,629.120994393965,2.01913455970771,-4.3,0.0157615387843031,90.4056116445035,3.56259387998433
373,19,44.4836111111111,637.504668570795,2.01508524508031,-4.3,0.0157850130719982,67.252267674729,3.54628938042281
373,20,43.4836111111111,645.893146356936,2.0110336103096,11.7,0.0158085008097994,44.4520444717997,3.54058320141483
373,21,42.4836111111111,654.218657446406,2.00701238845339,11.7,0.0158318122408499,22.2319338359837,3.53380730798336
373,22,41.4836111111111,662.580600999792,2.0029735697171,-4.3,0.0158552256827994,36.9238917166425,3.242312393422
373,23,40.4836111111111,666.733206796011,2.00096786111753,-4.3,0.0158668529790288,95.1178903829204,3.29719212495335
373,24,39.4836111111111,675.131387767194,1.99691153970844,-4.3,0.0158903678857481,76.8801865793038,3.55058159782395
373,25,38.4836111111111,683.4961746478,1.99287134764511,-4.3,0.0159137892890138,56.265421255257,3.54380262283635
373,26,37.4836111111111,691.862701906715,1.98883031497906,-4.3,0.0159372155653388,35.8969668817074,3.53909676581945
373,27,36.4836111111111,700.062981262269,1.98486958005032,11.7,0.0159601763475344,15.9013034842356,3.53030922172323
373,28,35.4836111111111,708.614713064813,1.98073909358969,11.7,0.0159841211965815,47.9041264656003,3.25032716805955
373,29,34.4836111111111,712.892262168444,1.97867303737264,-4.3,0.0159960983340716,96.3957045564583,3.61619901728632
373,30,33.4836111111111,721.454500900663,1.97453747606498,-4.3,0.0160200726025219,77.7804785679619,3.5516042035956
373,31,32.4836111111111,730.051798115308,1.97038498151031,-4.3,0.0160441450347229,59.3145780210026,3.54514794379913
373,32,31.4836111111111,738.288378012784,1.96640671341983,-4.3,0.0160672074584358,41.2767153855759,3.54102481052202
373,33,30.4836111111111,746.578695687843,1.96240248998277,-4.3,0.016090420347926,23.5778730531037,3.53572288729412
373,34,29.4836111111111,754.990569708523,1.95833955483078,-4.3,0.0161139735951839,20.1457856129038,3.20592465909547
373,35,28.4836111111111,763.357003840329,1.95429856714512,-4.3,0.0161373996107529,65.8920107951007,3.25735415633403
373,36,27.4836111111111,767.456567973056,1.95231847766901,11.7,0.0161488783903246,92.5087216737602,3.57165352490734
373,37,26.4836111111111,775.78554239095,1.94829558302517,11.7,0.0161721995186947,76.5682371896139,3.55165769843893
373,38,25.4836111111111,784.096701334272,1.94428129325555,11.7,0.016195470763736,60.9616673017735,3.54625152293132
373,39,24.4836111111111,792.327662532837,1.94030573899664,-4.3,0.0162185174550919,45.5677851433407,3.54269870353781
373,40,23.4836111111111,800.670033445935,1.93627637384561,-4.3,0.0162418760936486,30.7593248945086,3.53907980890741
373,41,22.4836111111111,809.026260682247,1.93224031609047,-4.3,0.0162652735299103,16.3534428738366,3.53230079371029
373,42,21.4836111111111,817.32892749424,1.92823012802028,-4.3,0.0162885209969839,30.3772734809253,3.22861136132028
373,43,20.4836111111111,825.702822977389,1.92418553650192,-4.3,0.0163119679043367,67.2332793367114,3.25579811110115
373,44,19.4836111111111,829.917967452307,1.92214962172054,-4.3,0.0163237703088665,95.6241410976622,3.60335817011251
373,45,18.4836111111111,838.335292724242,1.91808405361419,-4.3,0.0163473388196279,82.9948073420009,3.55625269404369
373,46,17.4836111111111,846.74167991171,1.91402376860264,-4.3,0.0163708767037528,70.7809561523243,3.55008038279632
373,47,16.4836111111111,855.18231724435,1.90994694077098,-4.3,0.0163945104882842,59.111196886154,3.54664969126691
373,48,15.4836111111111,863.63143487725,1.90586601695429,-4.3,0.0164181680176563,47.8624595033913,3.54411635249052
373,49,14.4836111111111,871.824403708603,1.90190881300874,-4.3,0.0164411083303841,37.0416130025581,3.54172630442226
373,50,13.4836111111111,880.274625532564,1.89782735586777,11.7,0.0164647689514912,26.6438660406616,3.53878134157552
373,51,12.4836111111111,888.529888322329,1.89384006394031,11.7,0.0164878836873025,16.5521168216458,3.53362883926555
373,52,11.4836111111111,896.840044043737,1.88982625872687,11.7,0.0165111521233225,18.6195325084753,3.1957259153664
373,53,10.4836111111111,905.197495687681,1.88578960958285,11.7,0.0165345529879255,42.9810612789957,3.24036472017896
373,54,9.48361111111111,913.520807650283,1.88176944990491,11.7,0.0165578582614208,66.2546629111685,3.25260579926669
373,55,8.48361111111111,921.832003117736,1.87775514249413,11.7,0.0165811296087297,88.1936150975583,3.25914572840457
373,56,7.48361111111111,926.106400659091,1.87569060848166,11.7,0.0165930979218455,92.9460648230673,3.5769657338397
373,57,6.48361111111111,934.323447512795,1.87172177485132,11.7,0.0166161056530358,85.5144662971953,3.55957028135469
373,58,5.48361111111111,942.766338870679,1.86764385832546,11.7,0.0166397457488379,78.7064595937414,3.55480062092334
373,59,4.48361111111111,950.911054591348,1.86370996063238,11.7,0.0166625509528558,72.352547133263,3.55195659743164
373,60,3.48361111111111,959.471551424093,1.85957524066216,11.7,0.0166865203439875,66.5806149106088,3.5500393699097
373,61,2.48361111111111,967.963623199235,1.85547356999477,11.7,0.0167102981449579,61.2675102295698,3.54861148507111
373,62,1.48361111111111,976.269829342296,1.85146167242767,11.7,0.0167335555221584,56.3527436822133,3.54747371945838
373,63,0.483611111111111,984.630981956041,1.84742323571523,11.7,0.0167569667494769,51.9018956818915,3.54654462269816
438,0,78.6836111111111,500,2.0815,11.7,0.0154,100,3.5842
438,1,77.6836111111111,504.478432595373,2.07933691705643,-4.3,0.015412539611267,69.805024254248,3.54552471085722
438,2,76.6836111111111,510.62549793181,2.07636788449894,-4.3,0.0154297513942091,57.8484565454679,3.54204475599874
438,3,75.6836111111111,516.99061447597,2.07329353320811,-4.3,0.0154475737205327,46.2879158774021,3.53937087616655
438,4,74.6836111111111,523.216530686078,2.07028641567862,-4.3,0.015465006285921,35.0867997545413,3.51544528283464
438,5,73.6836111111111,529.433531040874,2.06728360450726,-4.3,0.0154824138869144,61.9435917176804,3.26343963161373
438,6,72.6836111111111,533.60472528128,2.06526891768914,-4.3,0.0154940932307876,86.8434539820653,3.55591668180443
438,7,71.6836111111111,539.855340471671,2.06224987055218,-4.3,0.0155115949533207,76.5705996800247,3.5487774928313
438,8,70.6836111111111,546.006602605141,2.05927881094172,-4.3,0.0155288184872944,66.4863928364631,3.54491682752591
